"State","Industry","Series.ID","Month","Turnover"
"V","Department stores","A3349641R",1987 Jun,159.5
"V","Department stores","A3349641R",1987 Jul,168
"V","Department stores","A3349641R",1987 Aug,136.2
"V","Department stores","A3349641R",1987 Sep,155.1
"V","Department stores","A3349641R",1987 Oct,166.8
"V","Department stores","A3349641R",1987 Nov,161.1
"V","Department stores","A3349641R",1987 Dec,362.3
"V","Department stores","A3349641R",1988 Jan,147.2
"V","Department stores","A3349641R",1988 Feb,122.1
"V","Department stores","A3349641R",1988 Mar,161.7
"V","Department stores","A3349641R",1988 Apr,172.3
"V","Department stores","A3349641R",1988 May,177.5
"V","Department stores","A3349641R",1988 Jun,177.9
"V","Department stores","A3349641R",1988 Jul,153.4
"V","Department stores","A3349641R",1988 Aug,150
"V","Department stores","A3349641R",1988 Sep,164.9
"V","Department stores","A3349641R",1988 Oct,167.4
"V","Department stores","A3349641R",1988 Nov,204.5
"V","Department stores","A3349641R",1988 Dec,387.9
"V","Department stores","A3349641R",1989 Jan,142
"V","Department stores","A3349641R",1989 Feb,130.4
"V","Department stores","A3349641R",1989 Mar,166.5
"V","Department stores","A3349641R",1989 Apr,161.1
"V","Department stores","A3349641R",1989 May,176.7
"V","Department stores","A3349641R",1989 Jun,192.2
"V","Department stores","A3349641R",1989 Jul,159.2
"V","Department stores","A3349641R",1989 Aug,165.2
"V","Department stores","A3349641R",1989 Sep,171.6
"V","Department stores","A3349641R",1989 Oct,174.6
"V","Department stores","A3349641R",1989 Nov,211.4
"V","Department stores","A3349641R",1989 Dec,395.7
"V","Department stores","A3349641R",1990 Jan,153.2
"V","Department stores","A3349641R",1990 Feb,137
"V","Department stores","A3349641R",1990 Mar,167.7
"V","Department stores","A3349641R",1990 Apr,179.9
"V","Department stores","A3349641R",1990 May,190.5
"V","Department stores","A3349641R",1990 Jun,197.8
"V","Department stores","A3349641R",1990 Jul,157.9
"V","Department stores","A3349641R",1990 Aug,173.4
"V","Department stores","A3349641R",1990 Sep,164.2
"V","Department stores","A3349641R",1990 Oct,178.7
"V","Department stores","A3349641R",1990 Nov,214.5
"V","Department stores","A3349641R",1990 Dec,377.7
"V","Department stores","A3349641R",1991 Jan,154.4
"V","Department stores","A3349641R",1991 Feb,137.1
"V","Department stores","A3349641R",1991 Mar,169.8
"V","Department stores","A3349641R",1991 Apr,176.4
"V","Department stores","A3349641R",1991 May,193.4
"V","Department stores","A3349641R",1991 Jun,178.8
"V","Department stores","A3349641R",1991 Jul,179.3
"V","Department stores","A3349641R",1991 Aug,176.2
"V","Department stores","A3349641R",1991 Sep,176.1
"V","Department stores","A3349641R",1991 Oct,194.9
"V","Department stores","A3349641R",1991 Nov,219.2
"V","Department stores","A3349641R",1991 Dec,385.1
"V","Department stores","A3349641R",1992 Jan,167.9
"V","Department stores","A3349641R",1992 Feb,156.9
"V","Department stores","A3349641R",1992 Mar,166
"V","Department stores","A3349641R",1992 Apr,203.8
"V","Department stores","A3349641R",1992 May,203.8
"V","Department stores","A3349641R",1992 Jun,194.7
"V","Department stores","A3349641R",1992 Jul,184.7
"V","Department stores","A3349641R",1992 Aug,171.1
"V","Department stores","A3349641R",1992 Sep,190
"V","Department stores","A3349641R",1992 Oct,208.4
"V","Department stores","A3349641R",1992 Nov,227.1
"V","Department stores","A3349641R",1992 Dec,392.6
"V","Department stores","A3349641R",1993 Jan,180.9
"V","Department stores","A3349641R",1993 Feb,147.3
"V","Department stores","A3349641R",1993 Mar,179.2
"V","Department stores","A3349641R",1993 Apr,203
"V","Department stores","A3349641R",1993 May,215.7
"V","Department stores","A3349641R",1993 Jun,207.3
"V","Department stores","A3349641R",1993 Jul,173.7
"V","Department stores","A3349641R",1993 Aug,157.8
"V","Department stores","A3349641R",1993 Sep,193.6
"V","Department stores","A3349641R",1993 Oct,201
"V","Department stores","A3349641R",1993 Nov,219.9
"V","Department stores","A3349641R",1993 Dec,396.8
"V","Department stores","A3349641R",1994 Jan,167.5
"V","Department stores","A3349641R",1994 Feb,149.1
"V","Department stores","A3349641R",1994 Mar,189.2
"V","Department stores","A3349641R",1994 Apr,197
"V","Department stores","A3349641R",1994 May,212.1
"V","Department stores","A3349641R",1994 Jun,210.8
"V","Department stores","A3349641R",1994 Jul,169.9
"V","Department stores","A3349641R",1994 Aug,182.2
"V","Department stores","A3349641R",1994 Sep,202.8
"V","Department stores","A3349641R",1994 Oct,215.2
"V","Department stores","A3349641R",1994 Nov,223.1
"V","Department stores","A3349641R",1994 Dec,418.7
"V","Department stores","A3349641R",1995 Jan,165.1
"V","Department stores","A3349641R",1995 Feb,152
"V","Department stores","A3349641R",1995 Mar,188.2
"V","Department stores","A3349641R",1995 Apr,215.7
"V","Department stores","A3349641R",1995 May,211.6
"V","Department stores","A3349641R",1995 Jun,209.9
"V","Department stores","A3349641R",1995 Jul,197.2
"V","Department stores","A3349641R",1995 Aug,197.8
"V","Department stores","A3349641R",1995 Sep,195.3
"V","Department stores","A3349641R",1995 Oct,203
"V","Department stores","A3349641R",1995 Nov,246.8
"V","Department stores","A3349641R",1995 Dec,436.7
"V","Department stores","A3349641R",1996 Jan,187.4
"V","Department stores","A3349641R",1996 Feb,169.2
"V","Department stores","A3349641R",1996 Mar,189.4
"V","Department stores","A3349641R",1996 Apr,220.1
"V","Department stores","A3349641R",1996 May,224.2
"V","Department stores","A3349641R",1996 Jun,213.3
"V","Department stores","A3349641R",1996 Jul,203.4
"V","Department stores","A3349641R",1996 Aug,199.7
"V","Department stores","A3349641R",1996 Sep,186.2
"V","Department stores","A3349641R",1996 Oct,203.9
"V","Department stores","A3349641R",1996 Nov,250.8
"V","Department stores","A3349641R",1996 Dec,442.4
"V","Department stores","A3349641R",1997 Jan,197.4
"V","Department stores","A3349641R",1997 Feb,171.9
"V","Department stores","A3349641R",1997 Mar,214.3
"V","Department stores","A3349641R",1997 Apr,212.6
"V","Department stores","A3349641R",1997 May,241
"V","Department stores","A3349641R",1997 Jun,200.4
"V","Department stores","A3349641R",1997 Jul,226.3
"V","Department stores","A3349641R",1997 Aug,198.2
"V","Department stores","A3349641R",1997 Sep,226.6
"V","Department stores","A3349641R",1997 Oct,232.6
"V","Department stores","A3349641R",1997 Nov,272.3
"V","Department stores","A3349641R",1997 Dec,465.3
"V","Department stores","A3349641R",1998 Jan,214.2
"V","Department stores","A3349641R",1998 Feb,174.2
"V","Department stores","A3349641R",1998 Mar,208.9
"V","Department stores","A3349641R",1998 Apr,245.8
"V","Department stores","A3349641R",1998 May,238.2
"V","Department stores","A3349641R",1998 Jun,211
"V","Department stores","A3349641R",1998 Jul,254.5
"V","Department stores","A3349641R",1998 Aug,212.7
"V","Department stores","A3349641R",1998 Sep,227.9
"V","Department stores","A3349641R",1998 Oct,251.6
"V","Department stores","A3349641R",1998 Nov,284.8
"V","Department stores","A3349641R",1998 Dec,498.8
"V","Department stores","A3349641R",1999 Jan,224.5
"V","Department stores","A3349641R",1999 Feb,185.9
"V","Department stores","A3349641R",1999 Mar,233.5
"V","Department stores","A3349641R",1999 Apr,236.6
"V","Department stores","A3349641R",1999 May,253.5
"V","Department stores","A3349641R",1999 Jun,220.4
"V","Department stores","A3349641R",1999 Jul,263.2
"V","Department stores","A3349641R",1999 Aug,221.3
"V","Department stores","A3349641R",1999 Sep,248.5
"V","Department stores","A3349641R",1999 Oct,259.3
"V","Department stores","A3349641R",1999 Nov,304.1
"V","Department stores","A3349641R",1999 Dec,528.1
"V","Department stores","A3349641R",2000 Jan,228
"V","Department stores","A3349641R",2000 Feb,195.9
"V","Department stores","A3349641R",2000 Mar,224.2
"V","Department stores","A3349641R",2000 Apr,260.6
"V","Department stores","A3349641R",2000 May,265.3
"V","Department stores","A3349641R",2000 Jun,298.6
"V","Department stores","A3349641R",2000 Jul,206.1
"V","Department stores","A3349641R",2000 Aug,240.2
"V","Department stores","A3349641R",2000 Sep,251.1
"V","Department stores","A3349641R",2000 Oct,270.2
"V","Department stores","A3349641R",2000 Nov,310.5
"V","Department stores","A3349641R",2000 Dec,553.9
"V","Department stores","A3349641R",2001 Jan,245
"V","Department stores","A3349641R",2001 Feb,206.8
"V","Department stores","A3349641R",2001 Mar,268.1
"V","Department stores","A3349641R",2001 Apr,265.8
"V","Department stores","A3349641R",2001 May,275.8
"V","Department stores","A3349641R",2001 Jun,262.7
"V","Department stores","A3349641R",2001 Jul,275.8
"V","Department stores","A3349641R",2001 Aug,232.8
"V","Department stores","A3349641R",2001 Sep,251.4
"V","Department stores","A3349641R",2001 Oct,280.6
"V","Department stores","A3349641R",2001 Nov,329.1
"V","Department stores","A3349641R",2001 Dec,573.7
"V","Department stores","A3349641R",2002 Jan,252.7
"V","Department stores","A3349641R",2002 Feb,208
"V","Department stores","A3349641R",2002 Mar,267.5
"V","Department stores","A3349641R",2002 Apr,279.2
"V","Department stores","A3349641R",2002 May,294.2
"V","Department stores","A3349641R",2002 Jun,301.1
"V","Department stores","A3349641R",2002 Jul,266.5
"V","Department stores","A3349641R",2002 Aug,252
"V","Department stores","A3349641R",2002 Sep,252.6
"V","Department stores","A3349641R",2002 Oct,290.8
"V","Department stores","A3349641R",2002 Nov,370.3
"V","Department stores","A3349641R",2002 Dec,590
"V","Department stores","A3349641R",2003 Jan,269.5
"V","Department stores","A3349641R",2003 Feb,224.3
"V","Department stores","A3349641R",2003 Mar,278.3
"V","Department stores","A3349641R",2003 Apr,303.5
"V","Department stores","A3349641R",2003 May,311.5
"V","Department stores","A3349641R",2003 Jun,319.8
"V","Department stores","A3349641R",2003 Jul,288.6
"V","Department stores","A3349641R",2003 Aug,269.4
"V","Department stores","A3349641R",2003 Sep,283.5
"V","Department stores","A3349641R",2003 Oct,323.2
"V","Department stores","A3349641R",2003 Nov,377.2
"V","Department stores","A3349641R",2003 Dec,610.3
"V","Department stores","A3349641R",2004 Jan,281.4
"V","Department stores","A3349641R",2004 Feb,244.9
"V","Department stores","A3349641R",2004 Mar,284
"V","Department stores","A3349641R",2004 Apr,324.8
"V","Department stores","A3349641R",2004 May,313.9
"V","Department stores","A3349641R",2004 Jun,345.2
"V","Department stores","A3349641R",2004 Jul,317.7
"V","Department stores","A3349641R",2004 Aug,279.2
"V","Department stores","A3349641R",2004 Sep,310.9
"V","Department stores","A3349641R",2004 Oct,327.7
"V","Department stores","A3349641R",2004 Nov,368.8
"V","Department stores","A3349641R",2004 Dec,623.8
"V","Department stores","A3349641R",2005 Jan,299.8
"V","Department stores","A3349641R",2005 Feb,260.1
"V","Department stores","A3349641R",2005 Mar,320.1
"V","Department stores","A3349641R",2005 Apr,286
"V","Department stores","A3349641R",2005 May,317.8
"V","Department stores","A3349641R",2005 Jun,358.4
"V","Department stores","A3349641R",2005 Jul,318.4
"V","Department stores","A3349641R",2005 Aug,289
"V","Department stores","A3349641R",2005 Sep,305.5
"V","Department stores","A3349641R",2005 Oct,316.3
"V","Department stores","A3349641R",2005 Nov,364.1
"V","Department stores","A3349641R",2005 Dec,617.2
"V","Department stores","A3349641R",2006 Jan,284.3
"V","Department stores","A3349641R",2006 Feb,249.7
"V","Department stores","A3349641R",2006 Mar,292.9
"V","Department stores","A3349641R",2006 Apr,338.3
"V","Department stores","A3349641R",2006 May,304.2
"V","Department stores","A3349641R",2006 Jun,345.4
"V","Department stores","A3349641R",2006 Jul,340
"V","Department stores","A3349641R",2006 Aug,291.2
"V","Department stores","A3349641R",2006 Sep,281.2
"V","Department stores","A3349641R",2006 Oct,318.2
"V","Department stores","A3349641R",2006 Nov,387.3
"V","Department stores","A3349641R",2006 Dec,638.9
"V","Department stores","A3349641R",2007 Jan,300.5
"V","Department stores","A3349641R",2007 Feb,247.7
"V","Department stores","A3349641R",2007 Mar,325.5
"V","Department stores","A3349641R",2007 Apr,317.8
"V","Department stores","A3349641R",2007 May,329.2
"V","Department stores","A3349641R",2007 Jun,353.5
"V","Department stores","A3349641R",2007 Jul,348.3
"V","Department stores","A3349641R",2007 Aug,305.9
"V","Department stores","A3349641R",2007 Sep,310
"V","Department stores","A3349641R",2007 Oct,336.3
"V","Department stores","A3349641R",2007 Nov,397.3
"V","Department stores","A3349641R",2007 Dec,660.4
"V","Department stores","A3349641R",2008 Jan,325
"V","Department stores","A3349641R",2008 Feb,273.1
"V","Department stores","A3349641R",2008 Mar,326.4
"V","Department stores","A3349641R",2008 Apr,328
"V","Department stores","A3349641R",2008 May,342.6
"V","Department stores","A3349641R",2008 Jun,330.4
"V","Department stores","A3349641R",2008 Jul,364.5
"V","Department stores","A3349641R",2008 Aug,295.7
"V","Department stores","A3349641R",2008 Sep,311.2
"V","Department stores","A3349641R",2008 Oct,334
"V","Department stores","A3349641R",2008 Nov,391.4
"V","Department stores","A3349641R",2008 Dec,678.5
"V","Department stores","A3349641R",2009 Jan,330.1
"V","Department stores","A3349641R",2009 Feb,245.6
"V","Department stores","A3349641R",2009 Mar,339.7
"V","Department stores","A3349641R",2009 Apr,365.2
"V","Department stores","A3349641R",2009 May,352.4
"V","Department stores","A3349641R",2009 Jun,346.3
"V","Department stores","A3349641R",2009 Jul,368
"V","Department stores","A3349641R",2009 Aug,308.6
"V","Department stores","A3349641R",2009 Sep,317.2
"V","Department stores","A3349641R",2009 Oct,352.1
"V","Department stores","A3349641R",2009 Nov,408.1
"V","Department stores","A3349641R",2009 Dec,665.9
"V","Department stores","A3349641R",2010 Jan,330.7
"V","Department stores","A3349641R",2010 Feb,261.3
"V","Department stores","A3349641R",2010 Mar,329.3
"V","Department stores","A3349641R",2010 Apr,333.7
"V","Department stores","A3349641R",2010 May,338.3
"V","Department stores","A3349641R",2010 Jun,363.8
"V","Department stores","A3349641R",2010 Jul,366.6
"V","Department stores","A3349641R",2010 Aug,311.8
"V","Department stores","A3349641R",2010 Sep,320.2
"V","Department stores","A3349641R",2010 Oct,343.1
"V","Department stores","A3349641R",2010 Nov,397
"V","Department stores","A3349641R",2010 Dec,661.3
"V","Department stores","A3349641R",2011 Jan,327
"V","Department stores","A3349641R",2011 Feb,266.1
"V","Department stores","A3349641R",2011 Mar,317.1
"V","Department stores","A3349641R",2011 Apr,353.2
"V","Department stores","A3349641R",2011 May,334.6
"V","Department stores","A3349641R",2011 Jun,342.4
"V","Department stores","A3349641R",2011 Jul,357.8
"V","Department stores","A3349641R",2011 Aug,298.8
"V","Department stores","A3349641R",2011 Sep,307.1
"V","Department stores","A3349641R",2011 Oct,332.8
"V","Department stores","A3349641R",2011 Nov,382.7
"V","Department stores","A3349641R",2011 Dec,648.9
"V","Department stores","A3349641R",2012 Jan,317.2
"V","Department stores","A3349641R",2012 Feb,265.2
"V","Department stores","A3349641R",2012 Mar,323.2
"V","Department stores","A3349641R",2012 Apr,330.9
"V","Department stores","A3349641R",2012 May,340.5
"V","Department stores","A3349641R",2012 Jun,375.5
"V","Department stores","A3349641R",2012 Jul,331.6
"V","Department stores","A3349641R",2012 Aug,315.8
"V","Department stores","A3349641R",2012 Sep,309.5
"V","Department stores","A3349641R",2012 Oct,335.2
"V","Department stores","A3349641R",2012 Nov,386
"V","Department stores","A3349641R",2012 Dec,653.2
"V","Department stores","A3349641R",2013 Jan,321.4
"V","Department stores","A3349641R",2013 Feb,256.6
"V","Department stores","A3349641R",2013 Mar,331.5
"V","Department stores","A3349641R",2013 Apr,328.3
"V","Department stores","A3349641R",2013 May,336.6
"V","Department stores","A3349641R",2013 Jun,355.3
"V","Department stores","A3349641R",2013 Jul,322.6
"V","Department stores","A3349641R",2013 Aug,310.6
"V","Department stores","A3349641R",2013 Sep,307.5
"V","Department stores","A3349641R",2013 Oct,337.7
"V","Department stores","A3349641R",2013 Nov,382.4
"V","Department stores","A3349641R",2013 Dec,649.4
"V","Department stores","A3349641R",2014 Jan,337.5
"V","Department stores","A3349641R",2014 Feb,258.3
"V","Department stores","A3349641R",2014 Mar,314
"V","Department stores","A3349641R",2014 Apr,354.6
"V","Department stores","A3349641R",2014 May,330.6
"V","Department stores","A3349641R",2014 Jun,342.2
"V","Department stores","A3349641R",2014 Jul,350.6
"V","Department stores","A3349641R",2014 Aug,290.6
"V","Department stores","A3349641R",2014 Sep,313.1
"V","Department stores","A3349641R",2014 Oct,349.5
"V","Department stores","A3349641R",2014 Nov,392.1
"V","Department stores","A3349641R",2014 Dec,661.5
"V","Department stores","A3349641R",2015 Jan,345.8
"V","Department stores","A3349641R",2015 Feb,253.1
"V","Department stores","A3349641R",2015 Mar,339.4
"V","Department stores","A3349641R",2015 Apr,349.9
"V","Department stores","A3349641R",2015 May,339.6
"V","Department stores","A3349641R",2015 Jun,346.3
"V","Department stores","A3349641R",2015 Jul,360.5
"V","Department stores","A3349641R",2015 Aug,318.8
"V","Department stores","A3349641R",2015 Sep,325.6
"V","Department stores","A3349641R",2015 Oct,379.7
"V","Department stores","A3349641R",2015 Nov,413.2
"V","Department stores","A3349641R",2015 Dec,719.2
"V","Department stores","A3349641R",2016 Jan,367.3
"V","Department stores","A3349641R",2016 Feb,290.7
"V","Department stores","A3349641R",2016 Mar,367.5
"V","Department stores","A3349641R",2016 Apr,367.9
"V","Department stores","A3349641R",2016 May,361.9
"V","Department stores","A3349641R",2016 Jun,396.8
"V","Department stores","A3349641R",2016 Jul,358.9
"V","Department stores","A3349641R",2016 Aug,316
"V","Department stores","A3349641R",2016 Sep,336.2
"V","Department stores","A3349641R",2016 Oct,364.1
"V","Department stores","A3349641R",2016 Nov,407.5
"V","Department stores","A3349641R",2016 Dec,708.7
"V","Department stores","A3349641R",2017 Jan,360.3
"V","Department stores","A3349641R",2017 Feb,276.6
"V","Department stores","A3349641R",2017 Mar,343.5
"V","Department stores","A3349641R",2017 Apr,391.9
"V","Department stores","A3349641R",2017 May,371.3
"V","Department stores","A3349641R",2017 Jun,390.7
"V","Department stores","A3349641R",2017 Jul,362.6
"V","Department stores","A3349641R",2017 Aug,320.5
"V","Department stores","A3349641R",2017 Sep,345.2
"V","Department stores","A3349641R",2017 Oct,384.2
"V","Department stores","A3349641R",2017 Nov,436.7
"V","Department stores","A3349641R",2017 Dec,716.5
"V","Department stores","A3349641R",2018 Jan,354.3
"V","Department stores","A3349641R",2018 Feb,277.8
"V","Department stores","A3349641R",2018 Mar,364.9
"V","Department stores","A3349641R",2018 Apr,370.1
"V","Department stores","A3349641R",2018 May,389.5
"V","Department stores","A3349641R",2018 Jun,396.5
"V","Department stores","A3349641R",2018 Jul,356.5
"V","Department stores","A3349641R",2018 Aug,335
"V","Department stores","A3349641R",2018 Sep,349.3
"V","Department stores","A3349641R",2018 Oct,382.6
"V","Department stores","A3349641R",2018 Nov,437
"V","Department stores","A3349641R",2018 Dec,723.7
"V","Department stores","A3349641R",2019 Jan,358.4
"V","Department stores","A3349641R",2019 Feb,286.9
"V","Department stores","A3349641R",2019 Mar,351.1
"V","Department stores","A3349641R",2019 Apr,384.9
"V","Department stores","A3349641R",2019 May,390.5
"V","Department stores","A3349641R",2019 Jun,394.9
"V","Department stores","A3349641R",2019 Jul,364.8
"V","Department stores","A3349641R",2019 Aug,344.9
"V","Department stores","A3349641R",2019 Sep,342.9
"V","Department stores","A3349641R",2019 Oct,388.7
"V","Department stores","A3349641R",2019 Nov,458.3
"V","Department stores","A3349641R",2019 Dec,737
"V","Department stores","A3349641R",2020 Jan,353.9
"V","Department stores","A3349641R",2020 Feb,301.7
"V","Department stores","A3349641R",2020 Mar,312.2
"V","Department stores","A3349641R",2020 Apr,280.8
"V","Department stores","A3349641R",2020 May,392.8
"V","Department stores","A3349641R",2020 Jun,374.9
"V","Department stores","A3349641R",2020 Jul,300.4
"V","Department stores","A3349641R",2020 Aug,169.7
"V","Department stores","A3349641R",2020 Sep,192.3
"V","Department stores","A3349641R",2020 Oct,272.3
"V","Department stores","A3349641R",2020 Nov,543.2
"V","Department stores","A3349641R",2020 Dec,762.6
"V","Department stores","A3349641R",2021 Jan,396
"V","Department stores","A3349641R",2021 Feb,273.4
"V","Department stores","A3349641R",2021 Mar,410.5
"V","Department stores","A3349641R",2021 Apr,411.9
"V","Department stores","A3349641R",2021 May,370.6
"V","Department stores","A3349641R",2021 Jun,340.9
"V","Department stores","A3349641R",2021 Jul,321.3
"V","Department stores","A3349641R",2021 Aug,208.9
"V","Department stores","A3349641R",2021 Sep,222.3
"V","Department stores","A3349641R",2021 Oct,260
"V","Department stores","A3349641R",2021 Nov,572.2
"V","Department stores","A3349641R",2021 Dec,679.8
"V","Department stores","A3349641R",2022 Jan,358.9
"V","Department stores","A3349641R",2022 Feb,307.8
"V","Department stores","A3349641R",2022 Mar,391.1
"V","Department stores","A3349641R",2022 Apr,430.8
"V","Department stores","A3349641R",2022 May,432.1
"V","Department stores","A3349641R",2022 Jun,431.6
"V","Department stores","A3349641R",2022 Jul,413.2
"V","Department stores","A3349641R",2022 Aug,386.2
"V","Department stores","A3349641R",2022 Sep,412.5
"V","Department stores","A3349641R",2022 Oct,431.9
"V","Department stores","A3349641R",2022 Nov,545
"V","Department stores","A3349641R",2022 Dec,738.8
